"","ID","title"
"308",308,"Road-effect mitigation promotes connectivity and reduces mortality at the population-level"
"309",309,"Density and activity patterns of Pallas's cats, Otocolobus manul, in central Mongolia"
"310",310,"Who bites the bullet first? The susceptibility of leopards Panthera pardus to trophy hunting"
"311",311,"Camera-trapping provides insights into adult sex ratio variability in felids"
"312",312,"Group density, disease, and season shape territory size and overlap of social carnivores"
"313",313,"Anthropogenic threats drive spatio-temporal responses of wildcat on Mt. Etna"
"314",314,"Trapping elusive cats: Using intensive camera trapping to estimate the density of a rare african felid"
"315",315,"Habitat fragmentation and anthropogenic factors affect wildcat Felis silvestris silvestris occupancy and detectability on Mt Etna"
"316",316,"Distribution and detectability of mammalian pests in the Waikato Region"
"317",317,"Wildcat population density on the Etna volcano, Italy: A comparison of density estimation methods"
"318",318,"Effects of trap confinement on personality measurements in two terrestrial rodents"
"319",319,"First photographic record of Jungle Cat Felis chaus Schreber, 1777 (Mammalia: Carnivora: Felidae) in Haripur District, Pakistan"
"320",320,"Responses of migratory amphibians to barrier fencing inform the spacing of road underpasses: a case study with California tiger salamanders (Ambystoma californiense) in Stanford, CA, USA"
"321",321,"Monitoring the mammalian fauna of urban areas using remote cameras and citizen science"
"322",322,"High abundance and large proportion of medium and large duikers in an intact and unhunted afrotropical protected area: Insights into monitoring methods"
"323",323,"Evaluation of remote cameras for monitoring multiple invasive mammals in New Zealand"
"324",324,"The use of camera traps to identify individual colour-marked geese at a moulting site"
"325",325,"Igapó seed patches: A potentially key resource for terrestrial vertebrates in a seasonally flooded forest of central Amazonia"
"326",326,"Assessing ecological and environmental influences on boreal chorus frog (Pseudacris maculata) spring calling phenology using multimodal passive monitoring technologies"
"327",327,"Functional status of a wildlife corridor with reference to tiger in Terai Arc Landscape of India"
"328",328,"Comparing interview methods with camera trap data to inform occupancy models of hunted mammals in forest habitats"
"329",329,"Jungle cat (Felis chaus schreber, 1777) population density estimates, activity pattern and spatiotemporal interactions with humans and other wildlife species in Turkey"
"330",330,"Linking behaviour to dynamics of populations and communities: Application of novel approaches in behavioural ecology to conservation"
"331",331,"Human, domestic animal, Caracal (Caracal caracal), and other wildlife species interactions in a Mediterranean forest landscape"
"332",332,"Models for assessing local-scale co-abundance of animal species while accounting for differential detectability and varied responses to the environment"
"333",333,"Small carnivores in the Annapurna conservation area, Nepal"
"334",334,"Uncovering Ecological Patterns with Convolutional Neural Networks"
"335",335,"Interspecific responses of wild African carnivores to odour of 3-mercapto-3-methylbutanol, a component of wildcat and leopard urine"
"336",336,"Optimal hunting conditions drive circalunar behavior of a diurnal carnivore"
"337",337,"Are camera traps fit for purpose? A rigorous, reproducible and realistic test of camera trap performance"
"338",338,"Estimating preharvest density, adult sex ratio, and fecundity of white-tailed deer using noninvasive sampling techniques"
"339",339,"How camera traps work and how to work them"
"340",340,"Environmental and Anthropogenic Factors Affect Fish Abundance: Relationships Revealed by Automated Cameras Deployed by Fishers"
"341",341,"Diversity of terrestrial mammal seed dispersers along a lowland Amazon forest regrowth gradient"
"342",342,"What attributes are relevant for drainage culverts to serve as efficient road crossing structures for mammals?"
"343",343,"Sharing the nature: Mammals and neighbor human population of a protected area in the Atlantic Forest, Brazil"
"344",344,"Towards automated visual monitoring of individual gorillas in the wild"
"345",345,"Medium and large mammal diversity and reproductive data in the cloud forest, Biosphere Reserve of Sierra Manantlán, Jalisco-Colima Mexico [Diversidad y datos reproductivos de mamíferos medianos y grandes en el bosque mesófilo de montaña de la Reserva de la Biosfera Sierra de Manantlán, Jalisco- Colima, México]"
"346",346,"Active and Incremental Learning with Weak Supervision"
"347",347,"First record of the ocelot (Leopardus pardalis) in Lagunas de Zempoala National Park, State of Mexico and Morelos, Mexico [Primer registro de ocelote (Leopardus pardalis) en el Parque Nacional Lagunas de Zempoala, Estado de México y Morelos, México]"
"348",348,"Predation patterns on artificial nests of ground nesting pheasants in the montane forest, Southwest China [Presja drapieżników na lęgi kurowatych w górskich lasach południowo-zachodnich Chin — eksperyment z wykorzystaniem sztucznych gniazd]"
"349",349,"Documenting the land use pattern in the corridor complexes of Kaziranga National Park using high resolution satellite imagery"
"350",350,"Spatial Co-occurrence and activity patterns of mesocarnivores in the temperate forests of Southwest China"
"351",351,"Evaluation of wild animals browsing preferences in forage resources"
"352",352,"trapper: an open source web-based application to manage camera trapping projects"
"353",353,"A snake depredation event by Grallaria nuchalis in a periurban landscape in the Central Andes of Colombia [Evento de depredación de Grallaria nuchalis sobre serpiente en un paisaje periurbano en los Andes Centrales de Colombia]"
"354",354,"An automated program to find animals and crop photographs for individual recognition"
"355",355,"The landscape of fear: Habitat use by a predator (Canis latrans) and its main prey (Lepus californicus and sylvilagus audubonii)"
"356",356,"The First Report on the Ecology and Distribution of the Wolf Population in Cilento, Vallo di Diano and Alburni National Park"
"357",357,"Human activities associated with reduced Komodo dragon habitat use and range loss on Flores"
"358",358,"Addressing environmental and atmospheric challenges for capturing high-precision thermal infrared data in the field of astro-ecology"
"359",359,"Evaluation of three field monitoring-density estimation protocols and their relevance to Komodo dragon conservation"
"360",360,"Tag Frequency Difference: Rapid estimation of image set relevance for species occurrence data using general-purpose image classifiers"
"361",361,"Can Camera Traps Monitor Komodo Dragons a Large Ectothermic Predator?"
"362",362,"Testing the utility of species distribution modelling using Random Forests for a species in decline"
"363",363,"First Record of an Elusive Predator: The Smooth-Coated Otter (Lutrogale Perspicillata) from Vaduvoor Bird Sanctuary, Thiruvarur District, Tamil Nadu, Southern India"
"364",364,"Identification of threatened rodent species using infrared and white-flash camera traps"
"365",365,"Status of Sumatran Tiger in the Berbak-Sembilang landscape (2020)"
"366",366,"Response of mammals to ecotourism, cattle farming, and habitat structure in the northern and southern brazilian pantanal [Resposta dos mamíferos ao ecoturismo, pecuária e estrutura do habitat no pantanal norte e sul do brasil.]"
"367",367,"Ecological niche and occupation by gray fox (Urocyon cinereoargenteus) at Las Barajitas Canyon, Sonora"
"368",368,"Assessing different methods for measuring mammal diversity in two southern African arid ecosystems"
"369",369,"Use of water troughs by wild rabbits (Oryctolagus cuniculus) in a farmland area of north–west spain [Uso de bebederos por parte del conejo de monte (Oryctolagus cuniculus) en un paisaje agrícola en el noroeste de España]"
"370",370,"Image-based species identification of wild bees using convolutional neural networks"
"371",371,"Do non-target species visit feeders and water troughs targeting small game? A study from farmland Spain using camera-trapping"
"372",372,"Applications of unmanned aerial vehicles to survey mesocarnivores"
"373",373,"Do wild Red-legged partridges (Alectoris rufa) use feeders? An investigation of their feeding patterns using camera trapping Feeding patterns of red-legged partridges Alectoris rufa"
"374",374,"Pairing camera traps and acoustic recorders to monitor the ecological impact of human disturbance"
